,context_segment_text,page_level_lookup_index,batch
3357,Programvara som annonseras ut av en auktoriserad återförsäljare som har rättigheter till onlinedistribution,302,13
3358,"NFT-konst, så länge försäljningen på förhand har godkänts av Tradera. I regel behöver både ett fysiskt och digitalt verk ingå i annonsen för att godkännas",302,13
3359,3 månaders Xbox live,302,13
3360,12 månaders presentkort till Netflix,302,13
3361,En faktiskt CD-skiva med originalutgåva av programvara som t.ex Photoshop,302,13
3362,Software and electronic media - Tradera,303,13
3363,Software and electronic media,303,13
3364,"There are some restrictions when it comes to selling software at Tradera. Some software are prohibited by law to sell, others require a license or is only to be sold with the original hardware. ",303,13
3365,There is also some restrictions for selling items that are delivered electronically.,303,13
3366,These rules are in place to help our users follow the laws and regulations around selling software. There is also harmful software that might have a negative impact on Tradera or our users.,303,13
3367,"Beta, test and evaluation copies ",303,13
3368,"Software, freeware and shareware on CD-R or USB",303,13
3369,"Game accounts, game characters, game currency, virtual objects and invites to games or other online services.",303,13
3370,Academic software is only to be sold by authorized sellers of educational material,303,13
3371,"OEM-software (Original Equipment Manufacturer, software provided and locked to a specific hardware) as long as it is sold with the original hardware.",303,13
3372,Software as long as you are allowed by the copyright owner to sell the product digitally,303,13
3373,Software sold by an authorized re-seller with rights to online distribution of said software.,303,13
3374,"NFT-art, as long as the sale has been approved in advance by Tradera. Generally the listing needs to include both a physical and a digital piece in order to be approved",303,13
3375,Gift cards for Xbox live and Playstation,303,13
3376,Gift cards for Netflix and similar services,303,13
3377,A legit CD version of software. ,303,13
3378,Software og elektroniske medier - Tradera,304,13
3379,"Der er nogle restriktioner ved salg af software på Tradera. Der er software, som er forbudt at sælge ved lov, andre kræver en licens eller må kun sælges sammen med den oprindelige hardware. Der er også restriktioner på at sælge varer, der leveres elektronisk.",304,13
3380,Hvorfor har vi disse regler?,304,13
3381,"Reglerne er til for at hjælpe brugerne med at følge love og reguleringer i forhold til salg af software. Der findes også skadelig software, der kan have en negativ effect på Tradera eller vores brugere.",304,13
3382,"Beta-udgaver, tests og evalueringskopier",304,13
3383,"Software, freeware og shareware på CD-R eller USB",304,13
3384,"Spilkonti, spilkarakterer, spilvaluta, virtuelle objekter og spilinvitationer eller andre onlinetjenester.",304,13
3385,"Akademisk software, der kun må sælges af autoriserede forhandlere af uddannelsesmateriale",304,13
3386,"OEM-software (Original Equipment Manufacturer), software som medfølger og er tilknyttet til en specifik hardware, så længe det sælges sammen med den originale hardware.",304,13
3387,"Software, så længe du har tilladelse af rettighedshaveren til at sælge produktet digitalt",304,13
3388,"Software, der sælges af en autoriseret forhandler med rettighederne til online-distribuering af den pågældende software.",304,13
3389,Gavekort til Xbox live og PlayStation,304,13
3390,Gavekort til Netflix og lignende tjenester,304,13
3391,En lovlig cd-version af software ,304,13
3392,Tjänster och presentkort - Tradera,305,13
3393,Presentkort är i allmänhet tillåtet att sälja på Tradera. Det förutsätter dock att presentkortet är utfärdat av ett väletablerat företag och att det avser en produkt som i övrigt är tillåten på Tradera. Rena tjänster är i regel inte tillåtna att sälja.,305,13
3394,"Denna policy hjälper oss att säkerställa en säker och trygg handelsplats för alla medlemmar. Försäljning av tjänster eller presentkort under okontrollerade former kan komma att skada Tradera och dess medlemmar, varför det inte tillåts på Tradera. Vi förbehåller oss rätten att avgöra vad som i detta sammanhang klassas som ett väletablerat företag samt vad som är en tillåten tjänst.",305,13
3395,"Vid större kampanjer kan vissa undantag från den här regeln förekomma, detta sker då alltid i samförstånd med Tradera.",305,13
3396,En annons för ett ”virtuellt” förhållande,305,13
3397,"En tjänst som antyder massage, eller på något sätt förmedlar en intim kontakt inklusive träffar, ledsagare eller motsvarande",305,13
3398,Presentkort utfärdade av privatpersoner,305,13
3399,Presentkort utfärdade av företag som inte anses vara väletablerade,305,13
3400,"Tjänster sålda och förmedlade av ett väletablerat företag, så länge försäljningen godkänts av Tradera",305,13
3401,"Presentkort eller biljetter där sista giltighetsdatum har passerat, så länge objektet har ett tydligt samlarvärde",305,13
3402,Biocheckar från SF Bio,305,13
3403,Presentkort hos Vingresor,305,13
3404,"Objekt som ska modifieras utifrån köparens önskemål, se vår policy för fria val av objekt .",305,13
3405,Services and gift cards - Tradera,306,13
3406,Services and gift cards,306,13
3407,Gift cards are allowed as long as they are from a known store or company. This is provided that the goods or services are allowed to be sold at Tradera.,306,13
3408,This policy helps us in providing a safe and secure trading page for all of our users. We reserve the right to decide which services and gift cards are allowed on our site. ,306,13
3409,.,306,13
3410,During large events some exceptions to this rule might be made but only with permission from Tradera.,306,13
3411,Listings for virtual relationships,306,13
3412,"Massage or other forms of intimate contact including dates, partnership etc. ",306,13
3413,Gift cards made out by individuals,306,13
3414,Gift cards from companies that can't be considered well established,306,13
3415,Services sold and provided by well established companies as long as Tradera has approved the sale.,306,13
3416,Gift cards or tickets that is passed use by date as long as they are clearly collectibles.,306,13
3417,Cinema gift cards from SF,306,13
3418,Gift cards from established travel agencies,306,13
3419,"Custom made items, see our policy for custom items.",306,13
3420,Tjenester og gavekort - Tradera,307,13
3421,"Gavekort er tilladt, så længe de kommer fra en velkendt butik eller virksomhed, og varerne eller tjenesterne er tilladte at sælge på Tradera.",307,13
3422,"Denne policy hjælper os med at sørge for, at vores markedsplads kan være sikker for alle vores brugere. Vi forbeholder os retten til at afgøre, hvilke tjenester og gavekort der er tilladt på vores side.",307,13
3423,"Under større begivenheder kan der være visse undtagelser fra denne regel, men kun med tilladelse fra Tradera.",307,13
3424,Annoncer for virtuelle forhold,307,13
3425,"Massage eller andre former for intim kontakt, inklusive dates, forhold og lignende",307,13
3426,Gavekort lavet af enkeltpersoner,307,13
3427,"Gavekort fra virksomheder, der ikke kan betragtes som veletablerede",307,13
3428,"Tjenester, der sælges og udbydes af veletablerede virksomheder, så længe Tradera har godkendt salget.",307,13
3429,"Gavekort eller billetter, der har overskredet udløbstidspunktet eller tidspunktet for begivenheden, og hvor det tydeligt fremgår, at de er en samlervare.",307,13
3430,Biografgavekort,307,13
3431,Gavekort fra etablerede rejsebureauer,307,13
3432,"Specialfremstillede varer, se vores policy for specialfremstillede varer .",307,13
3433,Uniformer och säkerhetsrelaterade objekt - Tradera,308,13
3434,"Tradera tillåter försäljning av uniformer eller ID-brickor så länge de inte kan utgöra en säkerhetsrisk. Om objekten kommer från polisväsendet, räddningstjänsten, vaktbolag eller andra säkerhetsrelaterade verksamheter finns det begränsningar kring försäljningen.",308,13
3435,Tradera har fört diskussioner med Polisen och andra myndigheter avseende deras inställning till försäljning av polis- eller räddningstjänstrelaterade objekt till allmänheten. Dessa organisationer oroar sig för att individer kan komma att använda brickor eller andra föremål för att felaktigt utge sig för att vara poliser eller ingå i räddningstjänsten. I många fall är det förbjudet enligt gällande lagstiftning att utan tillstånd inneha en polisbricka. Läs gärna mer på polisens hemsida .,308,13
3436,"Nuvarande, eller nyligen gällande, polis- eller räddningstjänstuniformer",308,13
3437,"Myndighetsuniformer, civila uniformer eller delar av uniformer (till exempel slipsar, hattar, tyger) som utfärdats under de sista 10 åren eller som fortfarande är i bruk (från till exempel armén, brandkåren, flygbolag, flygplatser, järnvägsbolag eller vaktbolag)",308,13
3438,"Militärpolisbrickor, brickor eller märken från ordningsmaktsorganisationer eller annan räddningstjänst (till exempel brandkåren), brickor som utfärdats av nationella eller internationella myndigheter, brickor som utfärdats av privata vaktbolag och brickor som utgör filmrekvisita",308,13
3439,Identifikationskort,308,13
3440,Jackor som används vid razzior,308,13
3441,"Belysning och sirener från utryckningsfordon, avspärrningsutrustning",308,13
3442,Utrustning för att kontrollera trafikljus,308,13
3443,Kopior eller reproduktioner av polisbrickor. Sådana brickor gör intrång i den utfärdande myndighetens upphovsrätt och varumärke,308,13
3444,"Original, kopior eller imitationer av namnskyltar, ID-kort, logotyper, säkerhetsinstruktioner, handböcker, kartor eller anteckningsböcker som är märkta som konfidentiella (från till exempel polisen, armén, brandkåren, flygbolag, flygplatser, järnvägsbolag eller vaktbolag)",308,13
3445,Polisuniformer som tagits ur bruk och som inte på något vis påminner om gällande polisuniformer. Detta måste tydligt framgå av beskrivningen,308,13
3446,"Historiska brickor som inte liknar moderna polisbrickor, förutsatt att det i beskrivningen tydligt anges att brickan är ett historiskt föremål eller att den är utfärdad av en organisation som inte längre finns",308,13
3447,Minibrickor (ungefär 3 × 3 centimeter stora),308,13
3448,Maskeradklädsel,308,13
3449,"Brickor som klart och tydligt inte är officiella (till exempel plast-, eller leksaksbrickor)",308,13
3450,"Godkända souvenirobjekt, t ex: Hattar, muggar, broscher, pennor, knappar, manschettknappar, T-shirts och sedelklämmor",308,13
3451,Uniforms and security related items - Tradera,309,13
3452,Uniforms and security related items,309,13
3453,"Tradera allows the sale of uniforms and ID badges as long as they can't be considered a security risk. If the items are from the law enforcement, emergency services, security companies or similar fields there are restrictions for selling these items.",309,13
3454,Tradera is following the restrictions we have received from the Police and other government instances regarding the sale of these items.,309,13
3455,In many cases selling or owning these items without the proper permits are prohibited by law. ,309,13
3456,Read more about it at the Swedish law enforcement web-site .,309,13
3457,Current or recent police and emergency services uniforms,309,13
3458,"Uniforms used by government agencies, civilian uniforms or parts of uniforms (such as ties, hats and cloth) that has been issued in the last 10 years or that is still current. Such as the army, fire fighters, airlines, railroad companies or security companies",309,13
3459,"Badges from the military police, badges and patches from law enforcement agencies or emergency services. Badges from national and international government agencies, badges from private security companies.",309,13
3460,ID cards,309,13
3461,Police jackets,309,13
3462,Sirens and light from emergency vehicles and police/emergency barriers.,309,13
3463,Equipment made for manipulating traffic lights,309,13
3464,Copies or replicas of police badges,309,13
3465,"Originals, copies and replicas of nametags, ID cards, logos, security instructions, manuals, maps or notebooks marked as confidential",309,13
3466,Uniforms not in use that isn't similar to current uniforms. This must be apparent in the description,309,13
3467,Historical badges that´s not similar to current badges or from a defunct organization. This must be apparent in the description,309,13
3468,Mini badges (about 3 x 3 centimeters),309,13
3469,Costumes,309,13
3470,Badges that obviously isn't legitimate such as plastic or toy badges,309,13
3471,"Souvenirs such as hats, mugs, pens, buttons and t-shirts ",309,13
3472,Uniformer og sikkerhedsrelaterede varer - Tradera,310,13
3473,Uniformer og sikkerhedsrelaterede varer ,310,13
3474,"Tradera tillader salg af uniformer og ID-skilte, så længe de ikke kan anses for at være en sikkerhedsrisiko. Hvis varerne er fra politiet, redningstjenesten, sikkerhedsfirmaer eller lignende, er salget af disse varer omfattet af restriktioner.",310,13
3475,"Tradera følger de restriktioner, som vi har fået fra politiet og andre offentlige instanser gældende salget af disse varer.",310,13
3476,I mange tilfælde er det at sælge eller eje disse varer uden de rigtige tilladelser forbudt ved lov.,310,13
3477,Du kan læse mere om dette på det svenske politis hjemmeside .,310,13
3478,"Redningstjeneste- og politiuniformer, som er i brug eller har været i brug for nylig",310,13
3479,"Uniformer, der bruges af offentlige instanser eller dele af uniformer (såsom slips, hat og stof), der har været i brug i løbet af de sidste ti år, eller som stadig er i brug. Dette gælder for eksempel uniformer tilhørende hæren, brandkorpset, sikkerhedsfirmaer og fly- eller jernbaneselskaber",310,13
3480,"Skilte fra militærpolitiet, skilte og mærker fra ordensmagten eller redningstjenesten. Skilte fra nationale og internationale offentlige instanser og skilte fra private sikkerhedsfirmaer. ",310,13
3481,ID-kort,310,13
3482,Politijakker,310,13
3483,Sirener og lys fra udrykningskøretøjer og politi-/nødbarrierer.,310,13
3484,"Udstyr, der kan manipulere trafiklys",310,13
3485,Kopier eller replikaer af politiskilte,310,13
3486,"Originale, kopier eller replikaer af navneskilte, ID-kort, logoer, sikkerhedsinstruktioner, manualer, kort eller notesbøger, der er klassificeret som fortrolige",310,13
3487,"Uniformer, der ikke er i brug og som ikke er mage til uniformer, der er er i brug. Dette skal fremgå af beskrivelsen",310,13
3488,"Historiske skilte fra en nedlagt organisation, eller som ikke er mage til dem, der allerede er i brug. Dette skal fremgå af beskrivelsen",310,13
3489,Miniskilte (cirka 3 x 3 cm),310,13
3490,Kostumer,310,13
3491,"Skilte, der tydeligvis ikke er ægte, såsom plastik- eller legetøjsskilte",310,13
3492,"Souvenirer såsom hatte, kopper, kuglepenne, knapper og t-shirts ",310,13
3493,Nettoutbetalning - Tradera,311,13
3494,Vi inför Nettoutbetalningar för att förenkla för dig som säljer på Tradera. Nettoutbetalning innebär att vi drar av våra avgifter innan vi betalar ut till dig istället för att dessa faktureras i slutet på månaden. Nettoutbetalning fungerar för alla betalsätt förutom Swish.,311,13
3495,Om du har ett positivt saldo i början på en vardag så startar vi en utbetalning. Om du har ett negativt saldo vid månadens slut skickar vi en faktura.,311,13
3496,"Nyhet! Från och med måndagen den 30e maj kan du välja hur ofta du får dina utbetalningar. Varje dag, en gång i veckan eller en gång i månaden. ",311,13
3497,Exempel - avgifter dras innan utbetalning,311,13
3498,Alla händelser på Utbetalningar och avgifter sidan visas i fallande ordning där den senaste händelsen hamnar högst upp.,311,13
3499,I exemplet ovan så kan vi se följande händelser i saldot:,311,13
3500,26/3 Det skapas en debitering på 35 kr för provisionsavgift,311,13
3501,"1/4 Fakturan skapas, då saldot är på -35 kr så blir fakturans belopp 35 kr att betala",311,13
3502,"5/4 Säljaren publicerar ny annons med Highlight som debiteras mot saldot, saldot är nu -15 kr",311,13
3503,"10/4 Varan blir såld och provisionsavgift på 48 kr debiteras, saldot är nu -63 kr",311,13
3504,"12/4 Köparen betalar 480 kr för varan, saldot är nu 432 kr",311,13
3505,"13/4 Utbetalning på 432 kr genomförs till säljarens konto, saldot är nu 0 kr ",311,13
3506,När sker utbetalningen,311,13
3507,Det intervall du ställt in på kontot påverkar hur ofta vårt system försöker genomföra en utbetalning till dig. Kontrollen av saldot sker alltid på förmiddagen och så länge saldot är positivt så kommer en utbetalning påbörjas enligt det intervall du ställt in.,311,13
3508,Varje vardag,311,13
3509,Om du har utbetalningsintervallet inställt på dagligen så gäller följande:,311,13
3510,"Varje vardag kontrollerar vi om du har ett positivt saldo, om saldot är positivt påbörjas en utbetalning",311,13
3511,Utbetalningen tar 1-2 bankdagar innan den syns på ditt konto,311,13
3512,Veckovis,311,13
3513,Om du har utbetalningsintervallet inställt på veckovis utbetalning så gäller följande:,311,13
3514,"Varje torsdag kontrollerar vi om du har ett positivt saldo, om saldot är positivt påbörjas en utbetalning",311,13
3515,Månadsvis,311,13
3516,Om du har utbetalningsintervallet inställt på månadsvis utbetalning så gäller följande:,311,13
3517,"Den 25e kontrollerar vi om du har ett positivt saldo, om saldot är positivt påbörjas en utbetalning",311,13
3518,Infaller den 25e på en helgdag så påbörjar vi ändå utbetalningen men hanteringstiden blir något längre,311,13
3519,Inställningen för utbetalningsintervall,311,13
3520,Alternativen du kan välja på,311,13
3521,Vanliga frågor och svar,311,13
3522,Q: I vilka fall får jag en faktura? A: Om du har avgifter kvar att betala den sista dagen på månaden men ingen kommande utbetalning så skapas en faktura på dessa avgifter. Samma gäller om den innestående utbetalningen inte täcker beloppet för avgifterna.,311,13
3523,"Q: Kan jag låta avgiften gå över till nästa månad? A: Vi har inte stöd för att skjuta på avgifterna, vid månadsbryt så skapas alltid en faktura om du har ett negativt saldo. ",311,13
3524,"Q: Köparen betalade inte, hur får jag bort avgiften? A: Precis som tidigare så kan vi kreditera avgiften om du antingen anmäler obetald vara eller kontaktar vår kundservice. När avgiften krediteras så hamnar den som ett positivt belopp på ditt saldo och den kommer att betalas ut vid nästa utbetalningstillfälle.",311,13
3525,"Q: Nästan alla mina köpare betalar med Swish, hur blir det då? A: Om majoriteten av köparna använder Swish så kommer vi att dra av de avgifter vi kan från inbetalningar med andra betalsätt och eventuellt överskjutande belopp hamnar på fakturan.",311,13
3526,Q: Kan jag betala en skapad faktura med en kommande utbetalning? A: I dagsläget så har vi inte den möjligheten. ,311,13
3527,"Q: Påverkas mitt företagskonto? A: De flesta företagare får uppdateringen senare i vår, vi kommer att ge dig tydlig information i samband med det.",311,13
3528,"Q: Jag har gjort en återbetalning på en vara som köpts med Paynova, varför syns den inte på mitt saldo? A: När en köpare betalt med Paynova är det de som betalar för varan och fakturerar köparen. Detta innebär även att återbetalningen hanteras via Paynova och de kommer i sin tur att fakturera dig för återbetalningen.",311,13
3529,Vanliga frågor om frakt med DHL,312,13
3530,"Genom att beställa frakt för ditt föremål via Traderas webbplats, ingår du avtal med Tradera gällande Traderas administration av bl.a. din beställning och information om frakten till köpare av ditt föremål på Traderas webbplats. För Traderas administration av frakten gäller villkoren i Traderas Användaravtal .",312,13
3531,För frakttjänsten tillämpas Nordiskt Speditörförbunds Allmänna Bestämmelser och DHL’s vid var tid gällande Transportvillkor som du godkänner i samband med din beställning av frakttjänsten. För DHL’s produkter tillämpas därutöver DHL’s vid varje tidpunkt gällande produktspecifika villkor .,312,13
3532,Du betalar för beställd frakt direkt till Tradera. Notera att den information du fyller i om ditt föremål [på Traderas webbplats] utgör underlag för beräkning av fraktavgiften. För det fall du fyller i felaktig information gällande exempelvis mått eller vikt kommer den verkliga fraktavgiften inte motsvara den beräknade fraktavgiften. Om den verkliga fraktavgiften överstiger den beräknade fraktavgiften kommer mellanskillnaden att faktureras dig i efterhand t.ex. genom att adderas till din nästkommande faktura från Tradera. Din betalning av frakten ska ske i enlighet med betalningsvillkoren i Traderas Användaravtal .,312,13
3533,Allmänna frågor,312,13
3534,Var finns ombuden? Här kan du hitta ditt närmaste ombud.,312,13
3535,Hur lång är leveranstiden? Ditt paket levereras normalt inom 2-3 arbetsdagar. Beroende på inlämningstid och var i landet avsändare och mottagare befinner sig kan det ta 1-2 dagar extra. Leveranser till och från ombud sker helgfria vardagar måndag till fredag. Avgångstider för inlämnade paket kan vara olika för olika ombud. Fråga gärna ditt ombud vilka avgångstider som gäller. Reklamation kan göras när leveranstiden överstigit 30 dagar.,312,13
3536,"Hur gör jag om varan inte kommit fram eller har kommit fram skadad? Reklamation av ej mottagen vara kan startas när leveranstiden överstigit 30 dagar, reklamation av innehållet i försändelsen måste startas hos DHL senast 7 dagar efter att försändelsen hämtats ut. Gå in här för att göra en reklamation. Paket som skickats med DHL via Tradera är alltid försäkrade. Vid förlust eller skada betalas ersättning för varan upp till varans försäljningspris på Tradera, dock max 5000 kr (försäkringen gäller endast för varor skickade inom Sverige).",312,13
3537,Hur packar jag som säljare för att undvika skada? Avsändaren ansvarar för att paketera varan så att den klarar transporten. Paketen hanteras delvis maskinellt och samlas i paketburar under transport. Avsändaren behöver därför paketera varan så att den inte riskerar att skadas eller skada andra paket under transport. Innehållet behöver alltså ha så mycket emballage som möjligt i kartongen så att det ligger stabilt och inte rör sig. Du kan tänka så här: ”Vad händer om paketet skulle råka ramla från köksbordet?”.,312,13
3538,"Hur får jag transportetiketten för paketet? När du bokar frakt med DHL behöver du ingen skrivare, du får ett bokningsnummer som du anger hos ombudet så skriver de ut fraktsedeln åt dig. ",312,13
3539,Vad händer om paketet väger mer än den storlek jag har betalat för? Väger paketet mer än det paket du valt kommer du som säljare att bli debiterad mellanskillnaden i efterhand. Du får ett mejl från oss med information om kostnaden att betala. Denna avgift kommer på din nästkommande faktura. Du kan alltid se dina kommande avgifter under mitt Tradera- fakturor & avgifter- ofakturerade avgifter. Du kan också klicka här för att komma dit.,312,13
3540,Kan jag lämna in paketet hos ett annat ombud än det jag angav i bokningen? Det går jättebra att lämna in paketet på ett annat ombud än bokat.,312,13
3541,Jag vill ändra mottagarens uppgifter. Hur gör jag? Har du inte lämnat in paketet än kan du kontakta Traderas kundservice så hjälper vi dig. Mottagaren kan själv ändra sin adress här.,312,13
3542,"Kan jag använda en boxadress som avsändare? Nej, du behöver använda en fysisk adress som avsändare. Anledningen är att paketet måste kunna levereras om det behöver gå i retur, till exempel om mottagaren inte hämtat ut det. Returer kan bara levereras till en vanlig adress och inte en box.",312,13
3543,Hur vet jag när paketet kan hämtas ut? Du får avisering med SMS till det mobilnummer som du har registrerat på Tradera när paketet finns hos ditt ombud. Där ser du också paketets löpnummer som är det nummer du uppger vid hämtning. Du kan även följa ditt paket och ändra leveransadress här.,312,13
3544,Jag vill ha paketet till ett annat ombud/annan adress Du kan ändra din leveransadress samt leveranssätt här .,312,13
3545,Hur länge ligger paketet hos ombudet innan det skickas tillbaka? Paketet ligger kvar hos ombudet i 14 dagar innan det returneras till avsändaren. Du kan förlänga denna period genom att gå in här.,312,13
3546,Vilka legitimationer är giltiga? För att hämta ut ditt paket behöver du legitimation och paketets löpnummer. Löpnumret får du när paketet aviserats via SMS eller mail. Hämtas paketet av annan person än mottagaren ska bådas legitimation uppvisas. De legitimationer som är giltiga är:,312,13
3547,SIS-märkt ID-kort och tjänstekort,312,13
3548,ID-kort utfärdat av Skatteverket,312,13
3549,Nationellt ID-kort utfärdat av svensk polis,312,13
3550,Svenskt körkort,312,13
3551,Svenskt EU-pass,312,13
3552,Utländskt nationellt ID-kort utfärdat i länder inom Schengenområdet,312,13
3553,Utländskt pass,312,13
3554,Nordiskt körkort,312,13
3555, Hittar du inte svaret på din fråga?,312,13
3556,Kontakta DHL:,312,13
3557,Eller klicka här för att chatta/maila till DHL,312,13
3558,Packa - Tradera,313,13
3559,Packa & skicka som ett proffs,313,13
3560,Packa säkert och miljövänligt! Det uppskattas väldigt mycket av köpare. Säljare som packar bra tenderar även att få bättre omdömen.,313,13
3561,Om du vill skriva ut fraktsedeln själv,313,13
3562,Skriv ut fraktsedeln på ett vitt A4-papper,313,13
3563,Ta bort eventuella gamla adressetiketter från paketet,313,13
3564,Fäst fraktsedeln på paketets största yta,313,13
3565,Lämna in hos valfritt ombud,313,13
3566,För ömtåliga varor,313,13
3567,Slå gärna in varan i tidningspapper och hårdpapp/wellpapp,313,13
3568,Förstärk hörnen med överblivna kartongbitar,313,13
3569,"Fyll upp tomrummet med papper så att innehållet inte rör på sig, du kan testa att skaka paketet för att vara säker",313,13
3570,Miljövänliga packtips,313,13
3571,Vänd en papperskasse ut och in för en snygg och miljövänlig fraktpåse eller klipp till önskad bit för mindre paket,313,13
3572,Fråga i din lokala butik om de har kartonger de vill bli av med,313,13
3573,Spara förpackningar du själv fått vid köp och leveranser,313,13
3574,För dig som vill imponera,313,13
3575,Slå in klädesplagg och textilier i lite överblivet silkespapper,313,13
3576,Skicka med ett litet tack på ett visitkort eller vykort,313,13
3577,Kläder är perfekta att packa i Traderas snygga och miljövänliga fraktpåsar,313,13
3578,Annonser utan objekt till försäljning - Tradera,314,13
3579,En annons behöver innehålla ett faktiskt objekt för att få säljas på Tradera. En bild på varan behöver även finnas med i annonsen.,314,13
3580,Tradera är en marknadsplats där privatpersoner och företag säljer och köper olika typer av produkter och varor. Annonser som saknar bild och annonser där man inte avser att sälja en verklig produkt försämrar köp och säljupplevelsen på Tradera.,314,13
3581,Otillåtet annonsupplägg,314,13
3582,"Annonser där säljarens främsta syfte tycks vara att förmedla en åsikt, värdering eller att marknadsföra olika typer av intressen.",314,13
3583,Köpes- & bytesannonser,314,13
3584,Att lägga upp en annons som saknar bilder på objektet som säljs,314,14
3585,Egengjorda mystery boxes,314,14
3586,Annonser där säljaren säljer ett faktiskt objekt och beskrivningen är av neutral karaktär,314,14
3587,"Annonser där varan är definierad av en bild ett pris, skick och kostnad för frakt",314,14
3588,"Större partier filmer, böcker, kläder eller liknande objekt där det är omotiverat att specificera samtliga objekt som ingår",314,14
3589,Listings with no item for sale - Tradera,315,14
3590,Listings with no items for sale,315,14
3591,"All listings must be for an item, and minimum one picture of said item",315,14
3592,Tradera is a marketplace and as such all listings must be for an item for sale and contain at least 1 picture.,315,14
3593,Listings for none existing items or without a picture doesn't belong on Tradera,315,14
3594,Examples of prohibited listings,315,14
3595,"Listings where the goal is to spread an opinion, value or for marketing.",315,14
3596,Want to buy or want to trade listings,315,14
3597,Listings without pictures,315,14
3598,Examples of allowed listings,315,14
3599,Listings containing an actual item with a neutral desciption,315,14
3600,"Listings where the item is defined, has a picture, starting price and freight option",315,14
3601,"Large batches of movies, books, clothes or similar items where it is unjustified to specify all items included",315,14
3602,"Annoncer, der ikke har en vare til salg - Tradera",316,14
3603,"Annoncer, der ikke har en vare til salg",316,14
3604,"Alle annoncer skal være for en vare, og der skal være mindst ét billede af den pågældende vare",316,14
3605,"Tradera er en markedsplads, og derfor skal alle annoncer være for en vare, der er til salg, og annoncen skal indeholde mindst ét billede.",316,14
3606,"Annoncer, der ikke har en vare til salg eller ikke har et billede, er ikke tilladt på Tradera.",316,14
3607,Eksempler på forbudte annoncer,316,14
3608,"Annoncer, hvis formål er at udbrede bestemte synspunkter, værdier eller markedsføring. ",316,14
3609,Vil købe eller gøre en byttehandel med annoncer,316,14
3610,Annoncer uden billeder,316,14
3611,Eksempler på tilladte annoncer,316,14
3612,"Annoncer, der indeholder en vare med en passende beskrivelse ",316,14
3613,"Annoncer, hvor varen tydeligt fremgår, har et billede, en udbudspris og en forsendelsesmulighed",316,14
3614,Limit for identical items - Tradera,317,14
3615,Limit for identical items,317,14
3616,Sellers are allowed to have a maximum of five identical listings active. Store listings is limited to one identical listing since they have an inventory.,317,14
3617,The main reason for this rule is to prohibit one seller to monopolize a category by spamming similar listings.,317,14
3618,This rule helps us maintain fair competition and a good buyer experience. ,317,14
3619,"Only identical items counts, if you have several sizes of the same t-shirt your allowed to list these as individual listings. If you plan on selling many similar items a store might be the right choice for you, that way you can have one listing with several items. ",317,14
3620,"During charity campaigns some exceptions to this rule might be allowed, but only when approved by Tradera.",317,14
3621,10 listings with identical cellphone cases,317,14
3622,10 identical iPhone cases as auctions- or fixed price listings,317,14
3623,Or:,317,14
3624,Five identical iPhone cases as auctions and five more listed as fixed price listings,317,14
3625,Examples of prohibited store listings,317,14
3626,Two identical cellphone cases,317,14
3627,Five white cellphone cases as auction or fixed price listings,317,14
3628,Five green cellphone cases as auction or fixed price listings,317,14
3629,Examples of allowed store listings,317,14
3630,"One listing each for a green shirt size S, M and L",317,14
3631,Grænse for identiske varer - Tradera,318,14
3632,Grænse for identiske varer,318,14
3633,"Sælgere må maksimalt have fem aktive, identiske annoncer. Butiksannoncer må kun have én identisk annonce, eftersom de har et lager.",318,14
3634,Det primære formål med denne regel er at forhindre en sælger i at have monopol på en kategori ved at spamme lignende annoncer. Denne regel hjælper os med at bevare fair konkurrence og med at sikre en god kundeoplevelse.,318,14
3635,"Dette gælder identiske varer. Hvis du har en t-shirt i flere størrelser, så må du gerne have individuelle annoncer til de forskellige størrelser. Hvis du planlægger at sælge mange af de samme varer, så kan en butik være et oplagt valg for dig. På den måde kan du have en annonce med flere varer.",318,14
3636,"Ved velgørenhedskampagner kan visse undtagelser fra denne regel være tilladte, men kun hvis det er blevet godkendt af Tradera.",318,14
3637,Ti annoncer med identiske etuier til den samme slags mobiltelefon,318,14
3638,Ti identiske iPhone-etuier som auktioner eller annoncer med en fast pris,318,14
3639,Eller:,318,14
3640,Fem identiske iPhone-etuier som auktioner og yderligere fem som annoncer med faste priser,318,14
3641,Eksempler på forbudte butiksannoncer,318,14
3642,To identiske etuier til den samme slags mobiltelefon,318,14
3643,Fem hvide etuier til den samme slags mobiltelefon som auktioner eller annoncer med faste priser,318,14
3644,Fem grønne etuier til den samme slags mobiltelefon som auktioner eller annoncer med faste priser,318,14
3645,Eksempler på tilladte butiksannoncer,318,14
3646,"Én annonce pr. grønne t-shit i størrelse S, M og L",318,14
3647,Felaktiga kategorival - Tradera,319,14
3648,En annons behöver placeras i rätt produktkategori.,319,14
3649,"När ett objekt placeras i fel kategori så försämras sökupplevelsen på Tradera, det blir då svårare att hitta objekt och risken för felköp ökar. Om Tradera uppmärksammar att en annons har lagts i fel kategori kan vi komma att flytta annonsen till den kategori som är bäst lämpad.",319,14
3650,Exempel på otillåtet kategorival,319,14
3651,En reservdel till en Mercedes-bil får inte läggas upp i kategorin för Mercedes-bilar,319,14
3652,Ett guldpläterat smycke får inte läggas upp i kategorin för guld,319,14
